[15, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[8, 0.4061811972299616, 0.5384615384615384, 0.0, 0.0, 0, 0, 30, 1]
[0.0, 0.289121654791456, 0.391304347826087, 0.0, 0.0, 0, 0, 28, 0]
[0.0, 0.10050378152592121, 0.18181818181818182, 0.0, 0.0, 0, 0, 10, 0]
[0.0, 0.6363636363636364, 0.7777777777777778, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.049813548138671795, 0.08695652173913043, 0.0, 3, 0, 0, 0.0, 0]
[12, 0.12598815766974242, 0.2222222222222222, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.058025885318565944, 0.09090909090909091, 0.0, 0.0, 0, 0, 11, 1]
[19, 0.3973597071195132, 0.42857142857142855, 8, 8, 0, 0, 0.0, 1]
[0.0, 0.5853694070049635, 0.7368421052631579, 0.0, 0.0, 0, 0, 20, 0]
[0.0, 0.2886751345948129, 0.4444444444444444, 0.0, 0.0, 0, 0, 16, 0]
[0.0, 0.5999999999999999, 0.75, 0.0, 0.0, 0, 0, 0.0, 0]
[12, 0.09697622757528539, 0.17647058823529413, 0.0, 3, 0, 0, 7, 0]
[11, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.75, 0.8571428571428571, 0.0, 0.0, 0, 0, 0.0, 0]
[0.0, 0.3999999999999999, 0.5714285714285714, 0.0, 0.0, 0, 0, 0.0, 0]
[13, 0.3333333333333334, 0.5, 0.0, 0.0, 0, 0, 11, 0]
[0.0, 0.5555555555555556, 0.7142857142857143, 0.0, 9, 0, 0, 9, 1]
[16, 0.08084520834544433, 0.14285714285714285, 26, 7, 0, 0, 10, 1]
[0.0, 0.42857142857142855, 0.6, 0.0, 8, 0, 0, 20, 0]
[0.0, 0.14285714285714285, 0.25, 0.0, 0.0, 0, 0, 0.0, 0]
[0.0, 0.2581988897471611, 0.4, 0.0, 0.0, 0, 0, 19, 0]
[9, 1.0, 1.0, 17, 0.0, 0, 0, 0.0, 1]
[8, 0.4061811972299616, 0.5384615384615384, 0.0, 0.0, 0, 0, 30, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.1543033499620919, 0.26666666666666666, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.09124485970087103, 0.15789473684210525, 0.0, 10, 0, 0, 15, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[5, 1.0, 1.0, 22, 0.0, 0, 0, 8, 1]
[11, 1.0, 1.0, 0.0, 0.0, 0, 0, 23, 1]
[0.0, 0.20412414523193148, 0.3076923076923077, 0.0, 0.0, 0, 0, 19, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.17407765595569785, 0.2727272727272727, 0.0, 0.0, 0, 0, 3, 1]
[0.0, 0.2927700218845599, 0.42857142857142855, 0.0, 0.0, 0, 0, 28, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.2581988897471611, 0.4, 0.0, 0.0, 0, 0, 12, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[7, 0.5, 0.6666666666666666, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.4045199174779452, 0.5454545454545454, 0.0, 0.0, 0, 0, 11, 1]
[0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 15, 0]
[0.0, 0.1623068682902989, 0.20833333333333334, 0.0, 6, 0, 0, 0.0, 1]
[14, 0.19245008972987526, 0.2857142857142857, 10, 0.0, 0, 0, 18, 1]
[0.0, 0.25751310131230243, 0.38461538461538464, 0.0, 0.0, 0, 0, 18, 0]
[0.0, 0.6788335930269978, 0.8076923076923077, 0.0, 0.0, 0, 1, 10, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.2182178902359924, 0.3333333333333333, 0.0, 5, 0, 0, 10, 1]
[0.0, 0.03962144258751637, 0.0625, 0.0, 4, 0, 0, 29, 0]
[13, 0.6190476190476191, 0.7647058823529411, 14, 0.0, 0, 0, 30, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.29814239699997197, 0.4444444444444444, 0.0, 0.0, 0, 0, 19, 0]
[0.0, 0.25692800972687846, 0.4074074074074074, 0.0, 7, 0, 0, 8, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.25789387027890004, 0.38235294117647056, 0.0, 0.0, 0, 0, 12, 0]
[0.0, 0.5449492609130661, 0.7, 0.0, 0.0, 0, 0, 0.0, 0]
[0.0, 0.0, 0.0, 0.0, 6, 0, 0, 17, 0]
[0.0, 0.14350946197048195, 0.25, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.18043874177926347, 0.30434782608695654, 0.0, 8, 0, 0, 15, 1]
[0.0, 0.05547001962252291, 0.1, 0.0, 9, 0, 0, 24, 0]
[0.0, 0.05150262026246048, 0.09090909090909091, 0.0, 4, 0, 0, 0.0, 0]
[0.0, 0.12598815766974242, 0.2222222222222222, 0.0, 0.0, 0, 0, 21, 1]
[15, 1.0, 1.0, 17, 0.0, 0, 0, 0.0, 1]
[12, 0.3513513513513514, 0.52, 0.0, 5, 0, 0, 7, 0]
[0.0, 0.35805743701971643, 0.5263157894736842, 0.0, 0.0, 0, 0, 14, 0]
[0.0, 0.7419408268023742, 0.85, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.04244763599780089, 0.07407407407407407, 0.0, 10, 0, 0, 0.0, 0]
[0.0, 0.15695698526580623, 0.2692307692307692, 0.0, 0.0, 0, 0, 8, 0]
[17, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 1, 19, 1]
[0.0, 0.14285714285714285, 0.25, 0.0, 0.0, 0, 0, 52, 0]
[4, 0.7777777777777779, 0.875, 0.0, 0.0, 0, 0, 7, 1]
[18, 1.0, 1.0, 0.0, 0.0, 0, 0, 13, 1]
[0.0, 0.11484787414830523, 0.20454545454545456, 0.0, 5, 0, 0, 0.0, 0]
[0.0, 0.50709255283711, 0.6666666666666666, 0.0, 0.0, 0, 0, 12, 0]
[12, 0.10495671428119793, 0.17647058823529413, 0.0, 2, 0, 0, 10, 1]
[0.0, 0.6, 0.75, 0.0, 0.0, 0, 0, 14, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 10, 1]
[0.0, 0.36983525454115346, 0.5357142857142857, 0.0, 6, 0, 0, 0.0, 0]
[7, 0.6923076923076924, 0.8181818181818182, 0.0, 0.0, 0, 0, 8, 0]
[12, 0.5222329678670935, 0.6, 17, 6, 0, 0, 4, 1]
[0.0, 0.16666666666666669, 0.2857142857142857, 0.0, 0.0, 0, 0, 12, 0]
[0.0, 0.37499999999999994, 0.5454545454545454, 12, 0.0, 0, 0, 3, 0]
[0.0, 0.2710410824318282, 0.42424242424242425, 0.0, 0.0, 0, 0, 10, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[7, 0.5, 0.6666666666666666, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.17093520167692655, 0.2916666666666667, 0.0, 0.0, 0, 1, 19, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 20, 0]
[0.0, 0.42857142857142855, 0.6, 0.0, 0.0, 0, 0, 12, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[9, 0.3071475584169756, 0.29411764705882354, 0.0, 10, 0, 0, 0.0, 1]
[0.0, 0.42857142857142855, 0.6, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.2446772615221666, 0.391304347826087, 0.0, 0.0, 0, 0, 14, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[9, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 0]
[8, 0.4999999999999999, 0.6666666666666666, 0.0, 0.0, 0, 0, 19, 0]
[0.0, 0.24253562503633297, 0.38461538461538464, 0.0, 0.0, 0, 0, 31, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 1, 19, 1]
[0.0, 0.2075143391598224, 0.3333333333333333, 0.0, 0.0, 0, 0, 19, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 5, 1]
[12, 1.0, 1.0, 17, 0.0, 0, 0, 0.0, 1]
[0.0, 0.24019223070763074, 0.3870967741935484, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.10050378152592121, 0.18181818181818182, 0.0, 0.0, 0, 0, 14, 1]
[0.0, 0.5428571428571428, 0.7037037037037037, 0.0, 0.0, 0, 0, 7, 0]
[0.0, 0.0975900072948533, 0.14285714285714285, 0.0, 0.0, 0, 0, 11, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 10, 1]
[0.0, 0.06406221326384731, 0.12, 0.0, 0.0, 0, 0, 10, 0]
[13, 0.7777777777777779, 0.875, 0.0, 0.0, 0, 0, 14, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 7, 1]
[0.0, 0.5241424183609592, 0.6666666666666666, 0.0, 2, 0, 0, 3, 0]
[0.0, 0.16666666666666669, 0.23529411764705882, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[0.0, 0.4146442144313646, 0.5833333333333334, 0.0, 0.0, 0, 0, 43, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 7, 1]
[0.0, 1.0, 1.0, 0.0, 4, 0, 0, 19, 1]
[0.0, 0.7071067811865475, 0.8, 0.0, 0.0, 0, 0, 8, 1]
[9, 0.5, 0.6666666666666666, 0.0, 0.0, 0, 0, 15, 0]
[0.0, 0.15789473684210523, 0.2727272727272727, 0.0, 0.0, 0, 0, 0.0, 0]
[0.0, 0.5012804118276031, 0.6666666666666666, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.4622501635210243, 0.625, 0.0, 0.0, 0, 0, 18, 0]
[10, 0.50709255283711, 0.6666666666666666, 12, 0.0, 0, 0, 16, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 19, 1]
[7, 0.3348554112644579, 0.5, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 30, 0]
[0.0, 0.13794014696151088, 0.2, 0.0, 3, 0, 0, 18, 1]
[0.0, 0.22750787759664504, 0.37037037037037035, 0.0, 0.0, 0, 0, 0.0, 0]
[14, 1.0, 1.0, 0.0, 0.0, 0, 0, 5, 1]
[0.0, 0.06666666666666665, 0.07692307692307693, 8, 5, 0, 0, 25, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 31, 0]
[0.0, 0.4999999999999999, 0.6666666666666666, 0.0, 0.0, 0, 0, 19, 1]
[0.0, 0.395777167602761, 0.5666666666666667, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.07647191129018727, 0.13333333333333333, 0.0, 0.0, 0, 0, 20, 0]
[0.0, 0.19245008972987526, 0.3225806451612903, 0.0, 0.0, 0, 0, 14, 0]
[0.0, 1.0, 1.0, 0.0, 4, 0, 0, 15, 1]
[0.0, 0.5555555555555556, 0.7142857142857143, 0.0, 0.0, 0, 0, 18, 1]
[0.0, 0.2508726030021272, 0.4, 0.0, 9, 0, 0, 5, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 19, 1]
[0.0, 0.06666666666666667, 0.1111111111111111, 0.0, 0.0, 0, 0, 40, 0]
[12, 0.5142653638627284, 0.6785714285714286, 0.0, 0.0, 0, 0, 7, 0]
[0.0, 0.18860838403857944, 0.3, 0.0, 0.0, 0, 0, 0.0, 0]
[0.0, 0.3144854510165755, 0.46153846153846156, 0.0, 0.0, 0, 0, 15, 1]
[0.0, 0.23570226039551587, 0.36363636363636365, 0.0, 7, 0, 0, 6, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 34, 1]
[0.0, 0.2602896031476768, 0.3333333333333333, 0.0, 6, 0, 0, 14, 1]
[20, 0.19999999999999996, 0.3333333333333333, 17, 0.0, 0, 0, 16, 1]
[0.0, 0.05383819020581655, 0.1, 0.0, 0.0, 0, 0, 7, 0]
[7, 0.5, 0.6666666666666666, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 7, 1]
[18, 0.6363636363636364, 0.7777777777777778, 0.0, 0.0, 0, 0, 13, 1]
[7, 0.6923076923076924, 0.8181818181818182, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.20965696734438366, 0.3333333333333333, 0.0, 0.0, 0, 0, 7, 0]
[7, 0.3348554112644579, 0.5, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 0.31622776601683794, 0.48, 0.0, 0.0, 0, 0, 3, 0]
[19, 0.4629100498862757, 0.631578947368421, 0.0, 0.0, 0, 0, 13, 1]
[0.0, 0.25692800972687846, 0.4074074074074074, 0.0, 0.0, 0, 0, 8, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 20, 1]
[19, 0.4482758620689656, 0.6190476190476191, 14, 0.0, 0, 0, 17, 1]
[0.0, 0.08627959628145762, 0.15789473684210525, 0.0, 9, 0, 0, 0.0, 0]
[11, 0.12196734422726126, 0.16666666666666666, 0.0, 0.0, 0, 0, 19, 0]
[0.0, 0.12598815766974242, 0.2222222222222222, 0.0, 0.0, 0, 0, 13, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.18257418583505536, 0.3076923076923077, 0.0, 0.0, 0, 0, 9, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 12, 0]
[0.0, 0.8095238095238095, 0.8947368421052632, 0.0, 0.0, 0, 0, 20, 0]
[0.0, 0.5773502691896258, 0.6666666666666666, 0.0, 2, 0, 0, 11, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 0.0, 1]
[18, 1.0, 1.0, 0.0, 0.0, 0, 0, 34, 1]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[0.0, 0.2519763153394848, 0.4, 0.0, 14, 0, 0, 3, 0]
[8, 0.0, 0.0, 0.0, 0.0, 0, 0, 19, 0]
[18, 0.13608276348795434, 0.23529411764705882, 0.0, 0.0, 0, 0, 17, 1]
[0.0, 0.10482848367219183, 0.18181818181818182, 0.0, 0.0, 0, 0, 0.0, 0]
[0.0, 1.0, 1.0, 0.0, 6, 0, 0, 20, 1]
[29, 1.0, 1.0, 0.0, 0.0, 0, 0, 19, 1]
[0.0, 0.33633639699815626, 0.5, 0.0, 0.0, 0, 0, 15, 0]
[0.0, 1.0, 1.0, 0.0, 0.0, 0, 0, 8, 1]
[8, 1.0, 1.0, 0.0, 4, 0, 0, 30, 1]
[0.0, 0.4053396141999405, 0.5625, 0.0, 0.0, 0, 0, 19, 0]
[0.0, 0.5384615384615385, 0.7, 0.0, 0.0, 0, 0, 19, 1]
[8, 0.09759000729485333, 0.14285714285714285, 0.0, 6, 0, 0, 19, 1]
[5, 0.18257418583505536, 0.3076923076923077, 0.0, 0.0, 0, 0, 17, 1]
[0.0, 0.199363055707225, 0.3125, 0.0, 0.0, 0, 0, 16, 1]
[12, 1.0, 1.0, 10, 0.0, 0, 0, 0.0, 1]
