[1, 1, 0, 0, 10, 8, 0, 0, 1, 0, 0, 0, 1, 0.25, 0.5, 0.40824829046386296, 0.6791021264999361, 0.25, 0.5, 0.40824829046386296, 0.6791021264999361, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 6, 9, 0, 0, 1, 1, 0, 0, 1, 0.14285714285714285, 0.25, 0.25, 0.41880341880341887, 0.14285714285714285, 0.25, 0.25, 0.41880341880341887, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 3, 2, 0, 0, 1, 0, 0, 0, 1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.9583333333333334, 0]
[1, 0, 0, 1, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 1, 8, 8, 0, 0, 1, 1, 0, 0, 1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[0, 1, 1, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.3333333333333333, 0.33333333333333337, 0.1111111111111111, 0.2, 0.3333333333333333, 0.33333333333333337, 0.1111111111111111, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 11, 11, 0, 0, 1, 1, 0, 0, 1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 12, 12, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 12, 12, 0, 0, 1, 1, 0, 0, 1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[0, 0, 0, 0, 11, 10, 0, 0, 0, 0, 0, 0, 0, 0.16666666666666666, 0.3333333333333333, 0.2886751345948129, 0.6471502289294341, 0.16666666666666666, 0.3333333333333333, 0.2886751345948129, 0.6471502289294341, 1.0, 1.0, 1.0, 1.0, 0]
[0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 20, 16, 0, 0, 4, 3, 0, 0, 4, 0.5, 0.75, 0.6708203932499369, 0.6132164352351946, 0.5, 0.75, 0.6708203932499369, 0.6132164352351946, 0.75, 1.0, 0.8660254037844387, 0.9595192506933526, 0]
[1, 1, 0, 0, 2, 8, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.5636094454459442, 0.0, 0.0, 0.0, 0.5636094454459442, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 13, 13, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[0, 0, 0, 0, 4, 4, 0, 0, 1, 1, 0, 0, 1, 0.2, 0.3333333333333333, 0.33333333333333337, 0.6885361552028217, 0.2, 0.3333333333333333, 0.33333333333333337, 0.6885361552028217, 1.0, 1.0, 1.0, 1.0, 0]
[0, 0, 0, 0, 6, 6, 0, 0, 1, 1, 0, 0, 1, 0.42857142857142855, 0.6, 0.5999999999999999, 0.6525252525252525, 0.42857142857142855, 0.6, 0.5999999999999999, 0.6525252525252525, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 4, 5, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 11, 11, 0, 0, 1, 1, 0, 0, 1, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 19, 19, 0, 0, 4, 4, 0, 0, 4, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 1, 11, 11, 0, 0, 2, 2, 0, 0, 2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 1, 3, 5, 0, 0, 1, 1, 0, 0, 1, 0.5, 1.0, 0.7071067811865475, 0.4472135954999579, 0.5, 1.0, 0.7071067811865475, 0.4472135954999579, 1.0, 1.0, 1.0, 1.0, 1]
[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 0]
[0, 1, 1, 0, 15, 15, 0, 0, 2, 2, 0, 0, 2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 0, 0, 2, 4, 0, 0, 1, 1, 0, 0, 1, 0.0, 0.0, 0.0, 0.6229274024738632, 0.0, 0.0, 0.0, 0.6229274024738632, 1.0, 1.0, 1.0, 1.0, 1]
[1, 1, 2, 1, 4, 2, 0, 0, 1, 0, 0, 0, 1, 0.0, 0.0, 0.0, 0.7666666666666666, 0.0, 0.0, 0.0, 0.7666666666666666, 0, 0, 0, 0, 1]
[1, 1, 0, 0, 8, 13, 0, 0, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, 0.40621901591246173, 0.0, 0.0, 0.0, 0.40621901591246173, 1.0, 1.0, 1.0, 1.0, 0]
[1, 1, 0, 0, 10, 6, 0, 0, 1, 0, 0, 0, 1, 0.16666666666666666, 0.3333333333333333, 0.2886751345948129, 0.550884798050135, 0.16666666666666666, 0.3333333333333333, 0.2886751345948129, 0.550884798050135, 0.3333333333333333, 0.5, 0.4999999999999999, 0.8769230769230768, 0]
[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]
[0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1]
